Common Name,Family,Specific Epithet,Hostplant Family,Hostplant Name,Country,Source
Blue Bottle,Papilionidae,Graphium teredon,Lauraceae,Alseodaphne,,IFB
Blue Bottle,Papilionidae,Graphium teredon,Lauraceae,Alseodaphne owdenii,,IFB
Blue Bottle,Papilionidae,Graphium teredon,Lauraceae,Alseodaphne semecarpifolia,,IFB
Blue Bottle,Papilionidae,Graphium teredon,Lauraceae,Camphora officinalis,,IFB
Blue Bottle,Papilionidae,Graphium teredon,Lauraceae,Cinnamomum,,IFB
Blue Bottle,Papilionidae,Graphium teredon,Lauraceae,Cinnamomum camphora,,IFB
Blue Bottle,Papilionidae,Graphium teredon,Lauraceae,Cinnamomum macrocarpum,,IFB
Blue Bottle,Papilionidae,Graphium teredon,Lauraceae,Cinnamomum malabatrum,,IFB
Blue Bottle,Papilionidae,Graphium teredon,Lauraceae,Cinnamomum micranthum,,IFB
Blue Bottle,Papilionidae,Graphium teredon,Lauraceae,Cinnamomum tamala,,IFB
Blue Bottle,Papilionidae,Graphium teredon,Lauraceae,Cinnamomum verum,,IFB
Blue Bottle,Papilionidae,Graphium teredon,Lauraceae,Litsea glutinosa,,IFB
Blue Bottle,Papilionidae,Graphium teredon,Lauraceae,Miliusa tomentosa,,IFB
Blue Bottle,Papilionidae,Graphium teredon,Lauraceae,Persea macrantha,,IFB
Blue Bottle,Papilionidae,Graphium teredon,Lauraceae,Persea odoratissima,,IFB
Blue Bottle,Papilionidae,Graphium teredon,Magnoliaceae,Magnolia doltsopa,,IFB
Blue Bottle,Papilionidae,Graphium teredon,Rutaceae,Geijera salicifolia,,IFB
Peacock Pansy,Nymphalidae,Junonia almana,Acanthaceae,Acanthus,India,HOSTS
Peacock Pansy,Nymphalidae,Junonia almana,Acanthaceae,Barleria,India,HOSTS
Peacock Pansy,Nymphalidae,Junonia almana,Gesneriaceae,Gloxinia,India,HOSTS
Peacock Pansy,Nymphalidae,Junonia almana,Acanthaceae,Hygrophila costata,India,HOSTS
Peacock Pansy,Nymphalidae,Junonia almana,Scrophulariaceae,Mimulus gracilis,India,HOSTS
Peacock Pansy,Nymphalidae,Junonia almana,Gramineae,Oryza sativa,India,HOSTS
Peacock Pansy,Nymphalidae,Junonia almana,Melastomataceae,Osbeckia,India,HOSTS
Peacock Pansy,Nymphalidae,Junonia almana,Gramineae,Pennisetum,India,HOSTS
Peacock Pansy,Nymphalidae,Junonia almana,Gramineae,Pennisetum americanum,India,HOSTS
Blue Pansy,Nymphalidae,Junonia orithya,Acanthaceae,,India,HOSTS
Blue Pansy,Nymphalidae,Junonia orithya,Acanthaceae,Acanthus,India,HOSTS
Blue Pansy,Nymphalidae,Junonia orithya,Convolvulaceae,Ipomoea batatas,India,HOSTS
Blue Pansy,Nymphalidae,Junonia orithya,Acanthaceae,Justicia,India,HOSTS
Blue Pansy,Nymphalidae,Junonia orithya,Acanthaceae,Justicia micrantha,India,HOSTS
Blue Pansy,Nymphalidae,Junonia orithya,Acanthaceae,Lepidagathis prostrata,India,HOSTS
Blue Pansy,Nymphalidae,Junonia orithya,Labiatae,Plectranthus scandens ?,India,HOSTS
Common Lascar,Nymphalidae,Pantoporia hordonia,Leguminosae (m),Acacia,Andaman Islands,HOSTS
Common Lascar,Nymphalidae,Pantoporia hordonia,Leguminosae (m),Acacia,Hong Kong,HOSTS
Common Lascar,Nymphalidae,Pantoporia hordonia,Leguminosae (m),Acacia,India,HOSTS
Common Lascar,Nymphalidae,Pantoporia hordonia,Leguminosae (m),Acacia,Sri Lanka,HOSTS
Common Lascar,Nymphalidae,Pantoporia hordonia,Leguminosae (m),Acacia,West Malaysia,HOSTS
Common Lascar,Nymphalidae,Pantoporia hordonia,Leguminosae (m),Acacia caesia,Oriental,HOSTS
Common Lascar,Nymphalidae,Pantoporia hordonia,Leguminosae (m),Acacia caesia,Taiwan,HOSTS
Common Lascar,Nymphalidae,Pantoporia hordonia,Leguminosae (m),Albizia,India,HOSTS
Common Lascar,Nymphalidae,Pantoporia hordonia,Leguminosae (m),Albizia,West Malaysia,HOSTS
Common Lascar,Nymphalidae,Pantoporia hordonia,Leguminosae (m),Albizia corniculata,Hong Kong,HOSTS
Common Lascar,Nymphalidae,Pantoporia hordonia,Leguminosae (m),Albizia corniculata,Hong Kong,HOSTS
Common Lascar,Nymphalidae,Pantoporia hordonia,Leguminosae (m),Albizia falcataria,Hong Kong,HOSTS
Common Lascar,Nymphalidae,Pantoporia hordonia,Leguminosae (c),Delonix regia,Hong Kong,HOSTS
Common Lascar,Nymphalidae,Pantoporia hordonia,Leguminosae (m),Parkia speciosa,West Malaysia,HOSTS
Common Lascar,Nymphalidae,Pantoporia hordonia,Leguminosae (m),Pithecellobium clypearia,Hong Kong,HOSTS
Common Lascar,Nymphalidae,Pantoporia hordonia,Leguminosae (m),Pithecellobium clypearia,Hong Kong,HOSTS
Common Lascar,Nymphalidae,Pantoporia hordonia,Leguminosae (m),Pithecellobium clypearia,Hong Kong,HOSTS
Spotless Grass Yellow,Pieridae,Eurema laeta,Fabaceae,Cassia fistula,,IFB
Spotless Grass Yellow,Pieridae,Eurema laeta,Fabaceae,Chamaecrista pumila,,IFB
Small Grass Jewel,Lycaenidae,Freyeria putli,Boraginaceae,Heliotropium strigosum,India,HOSTS
Small Grass Jewel,Lycaenidae,Freyeria putli,Leguminosae (p),Indigofera,India,HOSTS
Small Grass Jewel,Lycaenidae,Freyeria putli,Leguminosae (p),Pisum sativum,India,HOSTS
Small Grass Jewel,Lycaenidae,Freyeria putli,Leguminosae (p),Rhynchosia minima,India,HOSTS
Small Grass Jewel,Lycaenidae,Freyeria putli,Leguminosae (p),Zornia diphylla,India,HOSTS
Forget-me-not,Lycaenidae,Catochrysops strabo,Leguminosae (p),,Hong Kong,HOSTS
Forget-me-not,Lycaenidae,Catochrysops strabo,Leguminosae,,Oriental,HOSTS
Forget-me-not,Lycaenidae,Catochrysops strabo,Sapindaceae,,Oriental,HOSTS
Forget-me-not,Lycaenidae,Catochrysops strabo,Leguminosae (m),Acacia,India,HOSTS
Forget-me-not,Lycaenidae,Catochrysops strabo,Leguminosae (p),Butea monosperma,India,HOSTS
Forget-me-not,Lycaenidae,Catochrysops strabo,Leguminosae (p),Butea monosperma,Oriental,HOSTS
Forget-me-not,Lycaenidae,Catochrysops strabo,Leguminosae (p),Butea monosperma,Thailand,HOSTS
Forget-me-not,Lycaenidae,Catochrysops strabo,Leguminosae (p),Cajanus cajan,India,HOSTS
Forget-me-not,Lycaenidae,Catochrysops strabo,Leguminosae (p),Cajanus cajan,Indo-Australian,HOSTS
Forget-me-not,Lycaenidae,Catochrysops strabo,Leguminosae (p),Cajanus cajan,Thailand,HOSTS
Forget-me-not,Lycaenidae,Catochrysops strabo,Leguminosae (p),Cajanus cajan,West Malaysia,HOSTS
Forget-me-not,Lycaenidae,Catochrysops strabo,Leguminosae (p),Desmodium dalbergioides,Oriental,HOSTS
Forget-me-not,Lycaenidae,Catochrysops strabo,Leguminosae (p),Desmodium heterocarpon,Hong Kong,HOSTS
Forget-me-not,Lycaenidae,Catochrysops strabo,Leguminosae (p),Desmodium heterocarpon,Hong Kong,HOSTS
Forget-me-not,Lycaenidae,Catochrysops strabo,Leguminosae (p),Dolichos,West Malaysia,HOSTS
Forget-me-not,Lycaenidae,Catochrysops strabo,Leguminosae (p),Dunbaria villosa,Hong Kong,HOSTS
Forget-me-not,Lycaenidae,Catochrysops strabo,Leguminosae (p),Dunbaria villosa,Hong Kong,HOSTS
Forget-me-not,Lycaenidae,Catochrysops strabo,Leguminosae (p),Phaseolus,West Malaysia,HOSTS
Forget-me-not,Lycaenidae,Catochrysops strabo,Sapindaceae,Schleichera oleosa,Oriental,HOSTS
Forget-me-not,Lycaenidae,Catochrysops strabo,Leguminosae (p),Vigna unguiculata,India,HOSTS
Danaid Eggfly,Nymphalidae,Hypolimnas misippus,Portulacaceae,,Hong Kong,HOSTS
Danaid Eggfly,Nymphalidae,Hypolimnas misippus,Malvaceae,Abelmoschus,Afrotropical,HOSTS
Danaid Eggfly,Nymphalidae,Hypolimnas misippus,Malvaceae,Abelmoschus,Old World,HOSTS
Danaid Eggfly,Nymphalidae,Hypolimnas misippus,Malvaceae,Abelmoschus,Old World tropics,HOSTS
Danaid Eggfly,Nymphalidae,Hypolimnas misippus,Malvaceae,Abelmoschus moschatus,Hong Kong,HOSTS
Danaid Eggfly,Nymphalidae,Hypolimnas misippus,Malvaceae,Abutilon,Afrotropical,HOSTS
Danaid Eggfly,Nymphalidae,Hypolimnas misippus,Malvaceae,Abutilon,Old World,HOSTS
Danaid Eggfly,Nymphalidae,Hypolimnas misippus,Malvaceae,Abutilon,Old World tropics,HOSTS
Danaid Eggfly,Nymphalidae,Hypolimnas misippus,Amaranthaceae,Amaranthus,Afrotropical,HOSTS
Danaid Eggfly,Nymphalidae,Hypolimnas misippus,Amaranthaceae,Amaranthus,Old World tropics,HOSTS
Danaid Eggfly,Nymphalidae,Hypolimnas misippus,Amaranthaceae,Amaranthus caudatus,Old World,HOSTS
Danaid Eggfly,Nymphalidae,Hypolimnas misippus,Acanthaceae,Asystasia,Afrotropical,HOSTS
Danaid Eggfly,Nymphalidae,Hypolimnas misippus,Acanthaceae,Asystasia,East Africa,HOSTS
Danaid Eggfly,Nymphalidae,Hypolimnas misippus,Acanthaceae,Asystasia,Old World,HOSTS
Danaid Eggfly,Nymphalidae,Hypolimnas misippus,Acanthaceae,Asystasia,Old World tropics,HOSTS
Danaid Eggfly,Nymphalidae,Hypolimnas misippus,Acanthaceae,Asystasia gangetica,Australia,HOSTS
Danaid Eggfly,Nymphalidae,Hypolimnas misippus,Acanthaceae,Asystasia gangetica,Old World,HOSTS
Danaid Eggfly,Nymphalidae,Hypolimnas misippus,Acanthaceae,Asystasia gangetica,Southern Africa,HOSTS
Danaid Eggfly,Nymphalidae,Hypolimnas misippus,Acanthaceae,Blepharis,Afrotropical,HOSTS
Danaid Eggfly,Nymphalidae,Hypolimnas misippus,Acanthaceae,Blepharis,Old World tropics,HOSTS
Danaid Eggfly,Nymphalidae,Hypolimnas misippus,Acanthaceae,Blepharis boerhaviaefolia,Old World,HOSTS
Danaid Eggfly,Nymphalidae,Hypolimnas misippus,Acanthaceae,Blepharis boerhaviaefolia,Old World tropics,HOSTS
Danaid Eggfly,Nymphalidae,Hypolimnas misippus,Acanthaceae,Dyschoriste thunbergiiflora,East Africa,HOSTS
Danaid Eggfly,Nymphalidae,Hypolimnas misippus,Palmae,Elaeis,Afrotropical,HOSTS
Danaid Eggfly,Nymphalidae,Hypolimnas misippus,Palmae,Elaeis,Old World tropics,HOSTS
Danaid Eggfly,Nymphalidae,Hypolimnas misippus,Palmae,Elaeis guineensis,Old World,HOSTS
Danaid Eggfly,Nymphalidae,Hypolimnas misippus,Urticaceae,Elatostema cuneatum,Hong Kong,HOSTS
Danaid Eggfly,Nymphalidae,Hypolimnas misippus,Moraceae,Ficus,Afrotropical,HOSTS
Danaid Eggfly,Nymphalidae,Hypolimnas misippus,Moraceae,Ficus,Old World,HOSTS
Danaid Eggfly,Nymphalidae,Hypolimnas misippus,Moraceae,Ficus,Old World tropics,HOSTS
Danaid Eggfly,Nymphalidae,Hypolimnas misippus,Malvaceae,Gossypium,Malawi,HOSTS
Danaid Eggfly,Nymphalidae,Hypolimnas misippus,Malvaceae,Gossypium,Old World tropics,HOSTS
Danaid Eggfly,Nymphalidae,Hypolimnas misippus,Malvaceae,Hibiscus,Afrotropical,HOSTS
Danaid Eggfly,Nymphalidae,Hypolimnas misippus,Malvaceae,Hibiscus,Old World,HOSTS
Danaid Eggfly,Nymphalidae,Hypolimnas misippus,Malvaceae,Hibiscus,Old World tropics,HOSTS
Danaid Eggfly,Nymphalidae,Hypolimnas misippus,Convolvulaceae,Ipomoea,Afrotropical,HOSTS
Danaid Eggfly,Nymphalidae,Hypolimnas misippus,Convolvulaceae,Ipomoea,Old World,HOSTS
Danaid Eggfly,Nymphalidae,Hypolimnas misippus,Convolvulaceae,Ipomoea,Old World tropics,HOSTS
Danaid Eggfly,Nymphalidae,Hypolimnas misippus,Convolvulaceae,Ipomoea,Puerto Rico,HOSTS
Danaid Eggfly,Nymphalidae,Hypolimnas misippus,Acanthaceae,Justicia,Afrotropical,HOSTS
Danaid Eggfly,Nymphalidae,Hypolimnas misippus,Acanthaceae,Justicia,East Africa,HOSTS
Danaid Eggfly,Nymphalidae,Hypolimnas misippus,Acanthaceae,Justicia,Old World,HOSTS
Danaid Eggfly,Nymphalidae,Hypolimnas misippus,Acanthaceae,Justicia,Old World tropics,HOSTS
Danaid Eggfly,Nymphalidae,Hypolimnas misippus,Plantaginaceae,Plantago asiatica,Taiwan,HOSTS
Danaid Eggfly,Nymphalidae,Hypolimnas misippus,Plantaginaceae,Plantago major,Taiwan,HOSTS
Danaid Eggfly,Nymphalidae,Hypolimnas misippus,Portulacaceae,Portulaca,Afrotropical,HOSTS
Danaid Eggfly,Nymphalidae,Hypolimnas misippus,Portulacaceae,Portulaca,East Africa,HOSTS
Danaid Eggfly,Nymphalidae,Hypolimnas misippus,Portulacaceae,Portulaca,Old World tropics,HOSTS
Danaid Eggfly,Nymphalidae,Hypolimnas misippus,Portulacaceae,Portulaca,Southern Africa,HOSTS
Danaid Eggfly,Nymphalidae,Hypolimnas misippus,Portulacaceae,Portulaca foliosa,Old World,HOSTS
Danaid Eggfly,Nymphalidae,Hypolimnas misippus,Portulacaceae,Portulaca foliosa,Southern Africa,HOSTS
Danaid Eggfly,Nymphalidae,Hypolimnas misippus,Portulacaceae,Portulaca grandiflora,Brazil,HOSTS
Danaid Eggfly,Nymphalidae,Hypolimnas misippus,Portulacaceae,Portulaca grandiflora,West Africa,HOSTS
Danaid Eggfly,Nymphalidae,Hypolimnas misippus,Portulacaceae,Portulaca oleracea,Brazil,HOSTS
Danaid Eggfly,Nymphalidae,Hypolimnas misippus,Portulacaceae,Portulaca oleracea,East Africa,HOSTS
Danaid Eggfly,Nymphalidae,Hypolimnas misippus,Portulacaceae,Portulaca oleracea,Old World,HOSTS
Danaid Eggfly,Nymphalidae,Hypolimnas misippus,Portulacaceae,Portulaca oleracea,Puerto Rico,HOSTS
Danaid Eggfly,Nymphalidae,Hypolimnas misippus,Portulacaceae,Portulaca oleracea,Taiwan,HOSTS
Danaid Eggfly,Nymphalidae,Hypolimnas misippus,Portulacaceae,Portulaca oleracea,West Malaysia,HOSTS
Danaid Eggfly,Nymphalidae,Hypolimnas misippus,Portulacaceae,Portulaca quadrifida,East Africa,HOSTS
Lesser Grass Blue,Lycaenidae,Zizina otis,Leguminosae,,Australasia,HOSTS
Lesser Grass Blue,Lycaenidae,Zizina otis,Leguminosae,,Oriental,HOSTS
Lesser Grass Blue,Lycaenidae,Zizina otis,Zygophyllaceae,,Oriental,HOSTS
Lesser Grass Blue,Lycaenidae,Zizina otis,Leguminosae (p),Alysicarpus vaginalis,India,HOSTS
Lesser Grass Blue,Lycaenidae,Zizina otis,Leguminosae (p),Alysicarpus vaginalis,West Malaysia,HOSTS
Lesser Grass Blue,Lycaenidae,Zizina otis,Leguminosae (p),Desmodium scorpiurus,Taiwan,HOSTS
Lesser Grass Blue,Lycaenidae,Zizina otis,Leguminosae (p),Desmodium triflorum,Taiwan,HOSTS
Lesser Grass Blue,Lycaenidae,Zizina otis,Leguminosae (p),Desmodium umbellatum,Fiji,HOSTS
Lesser Grass Blue,Lycaenidae,Zizina otis,Leguminosae (p),Glycine max,Oriental,HOSTS
Lesser Grass Blue,Lycaenidae,Zizina otis,Leguminosae (p),Indigofera spicata,Oriental,HOSTS
Lesser Grass Blue,Lycaenidae,Zizina otis,Leguminosae (p),Indigofera tinctoria,Fiji,HOSTS
Lesser Grass Blue,Lycaenidae,Zizina otis,Leguminosae (p),Indigofera zollingeriana,Taiwan,HOSTS
Lesser Grass Blue,Lycaenidae,Zizina otis,Leguminosae (p),Lotus corniculatus,Japan,HOSTS
Lesser Grass Blue,Lycaenidae,Zizina otis,Leguminosae (p),Lotus pedunculatus,Oriental,HOSTS
Lesser Grass Blue,Lycaenidae,Zizina otis,Leguminosae (p),Medicago sativa,Oriental,HOSTS
Lesser Grass Blue,Lycaenidae,Zizina otis,Leguminosae (m),Mimosa pudica,Hong Kong,HOSTS
Lesser Grass Blue,Lycaenidae,Zizina otis,Leguminosae (m),Mimosa pudica,West Malaysia,HOSTS
Lesser Grass Blue,Lycaenidae,Zizina otis,Leguminosae (p),Phaseolus vulgaris,Fiji,HOSTS
Lesser Grass Blue,Lycaenidae,Zizina otis,Zygophyllaceae,Tribulus terrestris,India,HOSTS
Lesser Grass Blue,Lycaenidae,Zizina otis,Leguminosae (p),Trifolium repens,Oriental,HOSTS
Lesser Grass Blue,Lycaenidae,Zizina otis,Leguminosae (p),Vigna adenantha,Fiji,HOSTS
Lesser Grass Blue,Lycaenidae,Zizina otis,Leguminosae (p),Vigna radiata,Andaman & Nicobar Is,HOSTS
Lesser Grass Blue,Lycaenidae,Zizina otis,Leguminosae (p),Vigna unguiculata,Fiji,HOSTS
Lesser Grass Blue,Lycaenidae,Zizina otis,Leguminosae (p),Vigna unguiculata,West Malaysia,HOSTS
Lesser Grass Blue,Lycaenidae,Zizina otis,Leguminosae (p),Zornia diphylla,Hong Kong,HOSTS
Dark Evening Brown,Nymphalidae,Melanitis phedima,Gramineae,Bambusa,Hong Kong,HOSTS
Dark Evening Brown,Nymphalidae,Melanitis phedima,Gramineae,Brachiaria mutica,Taiwan,HOSTS
Dark Evening Brown,Nymphalidae,Melanitis phedima,Gramineae,Capillipedium parviflorum,Hong Kong,HOSTS
Dark Evening Brown,Nymphalidae,Melanitis phedima,Gramineae,Coix,Japan,HOSTS
Dark Evening Brown,Nymphalidae,Melanitis phedima,Gramineae,Isachne globosa,Taiwan,HOSTS
Dark Evening Brown,Nymphalidae,Melanitis phedima,Gramineae,Ischaemum indicum,Hong Kong,HOSTS
Dark Evening Brown,Nymphalidae,Melanitis phedima,Gramineae,Microstegium ciliatum,Hong Kong,HOSTS
Dark Evening Brown,Nymphalidae,Melanitis phedima,Gramineae,Miscanthus,Japan,HOSTS
Dark Evening Brown,Nymphalidae,Melanitis phedima,Gramineae,Miscanthus sinensis,Taiwan,HOSTS
Dark Evening Brown,Nymphalidae,Melanitis phedima,Gramineae,Oryza sativa,Hong Kong,HOSTS
Dark Evening Brown,Nymphalidae,Melanitis phedima,Gramineae,Oryza sativa,Indonesia,HOSTS
Dark Evening Brown,Nymphalidae,Melanitis phedima,Gramineae,Panicum excurrens,Taiwan,HOSTS
Dark Evening Brown,Nymphalidae,Melanitis phedima,Gramineae,Saccharum,Japan,HOSTS
Dark Evening Brown,Nymphalidae,Melanitis phedima,Gramineae,Setaria palmifolia,Hong Kong,HOSTS
Dark Evening Brown,Nymphalidae,Melanitis phedima,Gramineae,Setaria palmifolia,Taiwan,HOSTS
Dark Evening Brown,Nymphalidae,Melanitis phedima,Gramineae,Setaria palmifolia,West Malaysia,HOSTS
Dark Evening Brown,Nymphalidae,Melanitis phedima,Gramineae,Thysanolaena maxima,Hong Kong,HOSTS
Dark Evening Brown,Nymphalidae,Melanitis phedima,Gramineae,Zea,Japan,HOSTS
Grey Pansy,Nymphalidae,Junonia atlites,Amaranthaceae,Achyranthes,Hong Kong,HOSTS
Grey Pansy,Nymphalidae,Junonia atlites,Amaranthaceae,Alternanthera philoxeroides,Hong Kong,HOSTS
Grey Pansy,Nymphalidae,Junonia atlites,Amaranthaceae,Alternanthera sessilis,Hong Kong,HOSTS
Grey Pansy,Nymphalidae,Junonia atlites,Acanthaceae,Barleria,Andaman Islands,HOSTS
Grey Pansy,Nymphalidae,Junonia atlites,Acanthaceae,Barleria,India,HOSTS
Grey Pansy,Nymphalidae,Junonia atlites,Acanthaceae,Blechum pyramidatum,Philippines,HOSTS
Grey Pansy,Nymphalidae,Junonia atlites,Acanthaceae,Hygrophila,Philippines,HOSTS
Grey Pansy,Nymphalidae,Junonia atlites,Acanthaceae,Hygrophila,West Malaysia,HOSTS
Grey Pansy,Nymphalidae,Junonia atlites,Acanthaceae,Hygrophila,West Malaysia,HOSTS
Grey Pansy,Nymphalidae,Junonia atlites,Acanthaceae,Hygrophila auriculata,India,HOSTS
Grey Pansy,Nymphalidae,Junonia atlites,Acanthaceae,Hygrophila costata,India,HOSTS
Grey Pansy,Nymphalidae,Junonia atlites,Acanthaceae,Hygrophila lancea,Hong Kong,HOSTS
Grey Pansy,Nymphalidae,Junonia atlites,Acanthaceae,Hygrophila salicifolia,Hong Kong,HOSTS
Grey Pansy,Nymphalidae,Junonia atlites,Acanthaceae,Justicia,Philippines,HOSTS
Grey Pansy,Nymphalidae,Junonia atlites,Scrophulariaceae,Lindernia procumbens,Hong Kong,HOSTS
Grey Pansy,Nymphalidae,Junonia atlites,Acanthaceae,Nelsonia canescens,Andaman Islands,HOSTS
Grey Pansy,Nymphalidae,Junonia atlites,Gramineae,Oryza sativa,Indo-Australian,HOSTS
Grey Pansy,Nymphalidae,Junonia atlites,Verbenaceae,Phyla nodiflora,Philippines,HOSTS
Grey Pansy,Nymphalidae,Junonia atlites,Acanthaceae,Pseuderanthemum,Philippines,HOSTS
Grey Pansy,Nymphalidae,Junonia atlites,Acanthaceae,Ruellia,Philippines,HOSTS
Grey Pansy,Nymphalidae,Junonia atlites,Acanthaceae,Strobilanthes,Philippines,HOSTS
Pale Grass Blue,Lycaenidae,Pseudozizeeria maha,Oxalidaceae,,Japan,HOSTS
Pale Grass Blue,Lycaenidae,Pseudozizeeria maha,Oxalidaceae,,Oriental,HOSTS
Pale Grass Blue,Lycaenidae,Pseudozizeeria maha,Acanthaceae,,Oriental,HOSTS
Pale Grass Blue,Lycaenidae,Pseudozizeeria maha,Leguminosae,,Oriental,HOSTS
Pale Grass Blue,Lycaenidae,Pseudozizeeria maha,Oxalidaceae,Oxalis corniculata,India,HOSTS
Pale Grass Blue,Lycaenidae,Pseudozizeeria maha,Oxalidaceae,Oxalis corniculata,India,HOSTS
Pale Grass Blue,Lycaenidae,Pseudozizeeria maha,Oxalidaceae,Oxalis corniculata,Japan,HOSTS
Pale Grass Blue,Lycaenidae,Pseudozizeeria maha,Oxalidaceae,Oxalis corniculata,Taiwan,HOSTS
Pale Grass Blue,Lycaenidae,Pseudozizeeria maha,Zygophyllaceae,Tribulus terrestris,India,HOSTS
Dark Grass Blue,Lycaenidae,Zizeeria karsandra,Leguminosae,,Australasia,HOSTS
Dark Grass Blue,Lycaenidae,Zizeeria karsandra,Molluginaceae,,Palaearctic,HOSTS
Dark Grass Blue,Lycaenidae,Zizeeria karsandra,Oxalidaceae,,Palaearctic,HOSTS
Dark Grass Blue,Lycaenidae,Zizeeria karsandra,Polygonaceae,,Palaearctic,HOSTS
Dark Grass Blue,Lycaenidae,Zizeeria karsandra,Verbenaceae,,Palaearctic,HOSTS
Dark Grass Blue,Lycaenidae,Zizeeria karsandra,Zygophyllaceae,,Palaearctic,HOSTS
Dark Grass Blue,Lycaenidae,Zizeeria karsandra,Amaranthaceae,,Palaearctic,HOSTS
Dark Grass Blue,Lycaenidae,Zizeeria karsandra,Amaranthaceae,Amaranthus tricolor,Hong Kong,HOSTS
Dark Grass Blue,Lycaenidae,Zizeeria karsandra,Amaranthaceae,Amaranthus viridis,Hong Kong,HOSTS
Dark Grass Blue,Lycaenidae,Zizeeria karsandra,Amaranthaceae,Amaranthus viridis,West Malaysia,HOSTS
Dark Grass Blue,Lycaenidae,Zizeeria karsandra,Amaranthaceae,Amaranthus viridis,West Malaysia,HOSTS
Dark Grass Blue,Lycaenidae,Zizeeria karsandra,Leguminosae (p),Zornia diphylla,West Malaysia,HOSTS
Dark Grass Blue,Lycaenidae,Zizeeria karsandra,Leguminosae (p),Zornia diphylla,West Malaysia,HOSTS
Bamboo Treebrown,Nymphalidae,Lethe europa,Gramineae,,India,HOSTS
Bamboo Treebrown,Nymphalidae,Lethe europa,Gramineae,,West Malaysia,HOSTS
Bamboo Treebrown,Nymphalidae,Lethe europa,Gramineae,Arundinaria linearis,Japan,HOSTS
Bamboo Treebrown,Nymphalidae,Lethe europa,Gramineae,Bambusa,Hong Kong,HOSTS
Bamboo Treebrown,Nymphalidae,Lethe europa,Gramineae,Bambusa multiplex,Hong Kong,HOSTS
Bamboo Treebrown,Nymphalidae,Lethe europa,Gramineae,Bambusa multiplex,Japan,HOSTS
Bamboo Treebrown,Nymphalidae,Lethe europa,Gramineae,Bambusa multiplex,Taiwan,HOSTS
Bamboo Treebrown,Nymphalidae,Lethe europa,Gramineae,Bambusa oldhami,Taiwan,HOSTS
Bamboo Treebrown,Nymphalidae,Lethe europa,Gramineae,Bambusa oldhamii,Japan,HOSTS
Bamboo Treebrown,Nymphalidae,Lethe europa,Gramineae,Bambusa oldhamii,Taiwan,HOSTS
Bamboo Treebrown,Nymphalidae,Lethe europa,Gramineae,Bambusa tuldoides,Hong Kong,HOSTS
Bamboo Treebrown,Nymphalidae,Lethe europa,Gramineae,Bambusa vulgaris ?,Hong Kong,HOSTS
Bamboo Treebrown,Nymphalidae,Lethe europa,Gramineae,Dinochloa andamanica,Andaman Islands,HOSTS
Bamboo Treebrown,Nymphalidae,Lethe europa,Gramineae,Microstegium ciliatum,Hong Kong,HOSTS
Bamboo Treebrown,Nymphalidae,Lethe europa,Gramineae,Phyllostachys makinoi,Taiwan,HOSTS
Metallic Cerulean,Lycaenidae,Jamides alectoalocina,Zingiberaceae,Boesenbergia rotunda,,IFB
Metallic Cerulean,Lycaenidae,Jamides alectoalocina,Zingiberaceae,Curcuma aeruginosa,,IFB
Metallic Cerulean,Lycaenidae,Jamides alectoalocina,Zingiberaceae,Elettaria cardamomum,,IFB
Metallic Cerulean,Lycaenidae,Jamides alectoalocina,Zingiberaceae,Zingiber zerumbet,,IFB
White Orange Tip,Pieridae,Ixias marianne,Capparaceae,Capparis aphylla,India,HOSTS
White Orange Tip,Pieridae,Ixias marianne,Capparaceae,Capparis divaricata,India,HOSTS
White Orange Tip,Pieridae,Ixias marianne,Capparaceae,Capparis grandis,India,HOSTS
White Orange Tip,Pieridae,Ixias marianne,Capparaceae,Capparis sepiaria,India,HOSTS
Commander,Nymphalidae,Moduza procris,Rubiaceae,,Indonesia,HOSTS
Commander,Nymphalidae,Moduza procris,Rubiaceae,Breonia cadamba,India,HOSTS
Commander,Nymphalidae,Moduza procris,Rubiaceae,Cinchona,India,HOSTS
Commander,Nymphalidae,Moduza procris,Rubiaceae,Mitragyna parvifolia,India,HOSTS
Commander,Nymphalidae,Moduza procris,Rubiaceae,Mussaenda frondosa,India,HOSTS
Commander,Nymphalidae,Moduza procris,Rubiaceae,Mussaenda frondosa,West Malaysia,HOSTS
Commander,Nymphalidae,Moduza procris,Rubiaceae,Nauclea,West Malaysia,HOSTS
Commander,Nymphalidae,Moduza procris,Rubiaceae,Nauclea cadamba,Andaman Islands,HOSTS
Commander,Nymphalidae,Moduza procris,Rubiaceae,Nauclea cadamba,India,HOSTS
Commander,Nymphalidae,Moduza procris,Rubiaceae,Neonauclea excelsa,Andaman Islands,HOSTS
Commander,Nymphalidae,Moduza procris,Rubiaceae,Sarcocephalus missionis,India,HOSTS
Commander,Nymphalidae,Moduza procris,Rubiaceae,Timonius wallichianus,West Malaysia,HOSTS
Commander,Nymphalidae,Moduza procris,Rubiaceae,Timonius wallichianus,West Malaysia,HOSTS
Commander,Nymphalidae,Moduza procris,Rubiaceae,Uncaria,West Malaysia,HOSTS
Commander,Nymphalidae,Moduza procris,Rubiaceae,Uncaria,West Malaysia,HOSTS
Commander,Nymphalidae,Moduza procris,Rubiaceae,Uncaria,West Malaysia,HOSTS
