Common.Name,Family,Specific.Epithet,Guild,Hostplant.Family,Hostplant.Name,Country,Source
Grass Demon,Hesperiidae,Udaspes folus,Herb Specialist,Zingiberaceae,Hedychium coronarium,Hong Kong,HOSTS
Grass Demon,Hesperiidae,Udaspes folus,Herb Specialist,Gramineae,Oryza,India,HOSTS
Grass Demon,Hesperiidae,Udaspes folus,Herb Specialist,Zingiberaceae,Zingiber,West Malaysia,HOSTS
Grass Demon,Hesperiidae,Udaspes folus,Herb Specialist,Zingiberaceae,Zingiber officinale,Hong Kong,HOSTS
Grass Demon,Hesperiidae,Udaspes folus,Herb Specialist,Zingiberaceae,Zingiber officinale,India,HOSTS
Grass Demon,Hesperiidae,Udaspes folus,Herb Specialist,Zingiberaceae,Zingiber officinale,India,HOSTS
Grass Demon,Hesperiidae,Udaspes folus,Herb Specialist,Zingiberaceae,Zingiber officinale,India,HOSTS
Grass Demon,Hesperiidae,Udaspes folus,Herb Specialist,Zingiberaceae,Zingiber officinale,Oriental,HOSTS
Grass Demon,Hesperiidae,Udaspes folus,Herb Specialist,Zingiberaceae,Zingiber officinale,West Malaysia,HOSTS
Common Jessabelle,Pieridae,Delias eucharis,Tree Specialist,Loaranthaceae,,,IFB
Common Jessabelle,Pieridae,Delias eucharis,Tree Specialist,Santalaceae,,,IFB
Common Jessabelle,Pieridae,Delias eucharis,Tree Specialist,Malvaceae,,,IFB
Common Wanderer,Pieridae,Pareronia ceylanica,Shrub Specialist,Capparaceae,Capparis,Andaman Islands,HOSTS
Common Wanderer,Pieridae,Pareronia ceylanica,Shrub Specialist,Capparaceae,Capparis heydeana,India,HOSTS
Common Cerulean,Lycaenidae,Jamides celeno,Generalist,Leguminosae,,Oriental,HOSTS
Common Cerulean,Lycaenidae,Jamides celeno,Generalist,Meliaceae,,Oriental,HOSTS
Common Cerulean,Lycaenidae,Jamides celeno,Generalist,Leguminosae,,West Malaysia,HOSTS
Common Cerulean,Lycaenidae,Jamides celeno,Generalist,Leguminosae (p),Abrus precatorius,Andaman Islands,HOSTS
Common Cerulean,Lycaenidae,Jamides celeno,Generalist,Leguminosae (p),Abrus precatorius,India,HOSTS
Common Cerulean,Lycaenidae,Jamides celeno,Generalist,Leguminosae (p),Butea monosperma,India,HOSTS
Common Cerulean,Lycaenidae,Jamides celeno,Generalist,Leguminosae (p),Butea monosperma,India,HOSTS
Common Cerulean,Lycaenidae,Jamides celeno,Generalist,Leguminosae (p),Dolichos rhombifolius,Taiwan,HOSTS
Common Cerulean,Lycaenidae,Jamides celeno,Generalist,Marantaceae,Donax canniformis,Andaman Islands,HOSTS
Common Cerulean,Lycaenidae,Jamides celeno,Generalist,Zingiberaceae,Elettaria cardamomum,India,HOSTS
Common Cerulean,Lycaenidae,Jamides celeno,Generalist,Meliaceae,Melia,Hong Kong,HOSTS
Common Cerulean,Lycaenidae,Jamides celeno,Generalist,Leguminosae (p),Mucuna pruriens,Andaman Islands,HOSTS
Common Cerulean,Lycaenidae,Jamides celeno,Generalist,Leguminosae (p),Pongamia pinnata,India,HOSTS
Common Cerulean,Lycaenidae,Jamides celeno,Generalist,Leguminosae (p),Pueraria phaseoloides,Andaman Islands,HOSTS
Common Cerulean,Lycaenidae,Jamides celeno,Generalist,Leguminosae (p),Pueraria phaseoloides,West Malaysia,HOSTS
Common Cerulean,Lycaenidae,Jamides celeno,Generalist,Leguminosae (c),Saraca thaipingensis,West Malaysia,HOSTS
Common Cerulean,Lycaenidae,Jamides celeno,Generalist,Sterculiaceae,Theobroma cacao,Indo-Australian,HOSTS
Common Cerulean,Lycaenidae,Jamides celeno,Generalist,Meliaceae,Trichilia hirta,India,HOSTS
Common Cerulean,Lycaenidae,Jamides celeno,Generalist,Meliaceae,Trichilia hirta,West Malaysia,HOSTS
Common Cerulean,Lycaenidae,Jamides celeno,Generalist,Meliaceae,Trichilia trijuga,India,HOSTS
Common Cerulean,Lycaenidae,Jamides celeno,Generalist,Leguminosae (p),Vigna luteola,Taiwan,HOSTS
Tawny Coaster,Nymphalidae,Acraea terpsicore,Generalist,Passifloraceae,Adenia,Afrotropical,HOSTS
Tawny Coaster,Nymphalidae,Acraea terpsicore,Generalist,Tiliaceae,Corchorus,Afrotropical,HOSTS
Tawny Coaster,Nymphalidae,Acraea terpsicore,Generalist,Malvaceae,Hibiscus,Afrotropical,HOSTS
Tawny Coaster,Nymphalidae,Acraea terpsicore,Generalist,Convolvulaceae,Ipomoea batatas,Afrotropical,HOSTS
Tawny Coaster,Nymphalidae,Acraea terpsicore,Generalist,Passifloraceae,Passiflora,Afrotropical,HOSTS
Tiny Grass Blue,Lycaenidae,Zizula hylax,Shrub Specialist,Verbenaceae,,Afrotropical,HOSTS
Tiny Grass Blue,Lycaenidae,Zizula hylax,Shrub Specialist,Zygophyllaceae,,Afrotropical,HOSTS
Tiny Grass Blue,Lycaenidae,Zizula hylax,Shrub Specialist,Acanthaceae,,Afrotropical,HOSTS
Tiny Grass Blue,Lycaenidae,Zizula hylax,Shrub Specialist,Leguminosae,,India,HOSTS
Tiny Grass Blue,Lycaenidae,Zizula hylax,Shrub Specialist,Gramineae,,India,HOSTS
Tiny Grass Blue,Lycaenidae,Zizula hylax,Shrub Specialist,Leguminosae,,Oriental,HOSTS
Tiny Grass Blue,Lycaenidae,Zizula hylax,Shrub Specialist,Oxalidaceae,,Palaearctic,HOSTS
Tiny Grass Blue,Lycaenidae,Zizula hylax,Shrub Specialist,Acanthaceae,Blechum pyramidatum,Taiwan,HOSTS
Tiny Grass Blue,Lycaenidae,Zizula hylax,Shrub Specialist,Acanthaceae,Chaetacanthus,Afrotropical,HOSTS
Tiny Grass Blue,Lycaenidae,Zizula hylax,Shrub Specialist,Acanthaceae,Dicliptera chinensis,Taiwan,HOSTS
Tiny Grass Blue,Lycaenidae,Zizula hylax,Shrub Specialist,Acanthaceae,Dyschoriste,Afrotropical,HOSTS
Tiny Grass Blue,Lycaenidae,Zizula hylax,Shrub Specialist,Acanthaceae,Dyschoriste repens,Taiwan,HOSTS
Tiny Grass Blue,Lycaenidae,Zizula hylax,Shrub Specialist,Acanthaceae,Justicia,Afrotropical,HOSTS
Tiny Grass Blue,Lycaenidae,Zizula hylax,Shrub Specialist,Verbenaceae,Lantana,Afrotropical,HOSTS
Tiny Grass Blue,Lycaenidae,Zizula hylax,Shrub Specialist,Verbenaceae,Lantana,India,HOSTS
Tiny Grass Blue,Lycaenidae,Zizula hylax,Shrub Specialist,Verbenaceae,Lantana camara,Taiwan,HOSTS
Tiny Grass Blue,Lycaenidae,Zizula hylax,Shrub Specialist,Leguminosae (m),Mimosa pudica,West Malaysia,HOSTS
Tiny Grass Blue,Lycaenidae,Zizula hylax,Shrub Specialist,Oxalidaceae,Oxalis,Afrotropical,HOSTS
Tiny Grass Blue,Lycaenidae,Zizula hylax,Shrub Specialist,Oxalidaceae,Oxalis,East Africa,HOSTS
Tiny Grass Blue,Lycaenidae,Zizula hylax,Shrub Specialist,Oxalidaceae,Oxalis corniculata,East Africa,HOSTS
Tiny Grass Blue,Lycaenidae,Zizula hylax,Shrub Specialist,Oxalidaceae,Oxalis corniculata,Southern Africa,HOSTS
Tiny Grass Blue,Lycaenidae,Zizula hylax,Shrub Specialist,Acanthaceae,Phaulopsis,Afrotropical,HOSTS
Tiny Grass Blue,Lycaenidae,Zizula hylax,Shrub Specialist,Acanthaceae,Ruellia,Afrotropical,HOSTS
Tiny Grass Blue,Lycaenidae,Zizula hylax,Shrub Specialist,Zygophyllaceae,Tribulus,Afrotropical,HOSTS
Common Leopard,Nymphalidae,Phalanta phalantha,Tree Specialist,Celastraceae,,India,HOSTS
Common Leopard,Nymphalidae,Phalanta phalantha,Tree Specialist,Flacourtiaceae,,India,HOSTS
Common Leopard,Nymphalidae,Phalanta phalantha,Tree Specialist,Salicaceae,,India,HOSTS
Common Leopard,Nymphalidae,Phalanta phalantha,Tree Specialist,Primulaceae,Androsace,India,HOSTS
Common Leopard,Nymphalidae,Phalanta phalantha,Tree Specialist,Acanthaceae,Barleria prionitis,India,HOSTS
Common Leopard,Nymphalidae,Phalanta phalantha,Tree Specialist,Flacourtiaceae,Dovyalis,India,HOSTS
Common Leopard,Nymphalidae,Phalanta phalantha,Tree Specialist,Flacourtiaceae,Flacourtia,India,HOSTS
Common Leopard,Nymphalidae,Phalanta phalantha,Tree Specialist,Flacourtiaceae,Flacourtia indica,India,HOSTS
Common Leopard,Nymphalidae,Phalanta phalantha,Tree Specialist,Flacourtiaceae,Flacourtia montana,India,HOSTS
Common Leopard,Nymphalidae,Phalanta phalantha,Tree Specialist,Flacourtiaceae,Flacourtia ramontchii,India,HOSTS
Common Leopard,Nymphalidae,Phalanta phalantha,Tree Specialist,Celastraceae,Maytenus,India,HOSTS
Common Leopard,Nymphalidae,Phalanta phalantha,Tree Specialist,Celastraceae,Maytenus buchanii,India,HOSTS
Common Leopard,Nymphalidae,Phalanta phalantha,Tree Specialist,Salicaceae,Populus,India,HOSTS
Common Leopard,Nymphalidae,Phalanta phalantha,Tree Specialist,Salicaceae,Populus deltoides,India,HOSTS
Common Leopard,Nymphalidae,Phalanta phalantha,Tree Specialist,Salicaceae,Salix,India,HOSTS
Common Leopard,Nymphalidae,Phalanta phalantha,Tree Specialist,Salicaceae,Salix tetrasperma,India,HOSTS
Common Leopard,Nymphalidae,Phalanta phalantha,Tree Specialist,Smilacaceae,Smilax,India,HOSTS
Blue Bottle,Papilionidae,Graphium teredon,Tree Specialist,Lauraceae,Alseodaphne,,IFB
Blue Bottle,Papilionidae,Graphium teredon,Tree Specialist,Lauraceae,Alseodaphne owdenii,,IFB
Blue Bottle,Papilionidae,Graphium teredon,Tree Specialist,Lauraceae,Alseodaphne semecarpifolia,,IFB
Blue Bottle,Papilionidae,Graphium teredon,Tree Specialist,Lauraceae,Camphora officinalis,,IFB
Blue Bottle,Papilionidae,Graphium teredon,Tree Specialist,Lauraceae,Cinnamomum,,IFB
Blue Bottle,Papilionidae,Graphium teredon,Tree Specialist,Lauraceae,Cinnamomum camphora,,IFB
Blue Bottle,Papilionidae,Graphium teredon,Tree Specialist,Lauraceae,Cinnamomum macrocarpum,,IFB
Blue Bottle,Papilionidae,Graphium teredon,Tree Specialist,Lauraceae,Cinnamomum malabatrum,,IFB
Blue Bottle,Papilionidae,Graphium teredon,Tree Specialist,Lauraceae,Cinnamomum micranthum,,IFB
Blue Bottle,Papilionidae,Graphium teredon,Tree Specialist,Lauraceae,Cinnamomum tamala,,IFB
Blue Bottle,Papilionidae,Graphium teredon,Tree Specialist,Lauraceae,Cinnamomum verum,,IFB
Blue Bottle,Papilionidae,Graphium teredon,Tree Specialist,Lauraceae,Litsea glutinosa,,IFB
Blue Bottle,Papilionidae,Graphium teredon,Tree Specialist,Lauraceae,Miliusa tomentosa,,IFB
Blue Bottle,Papilionidae,Graphium teredon,Tree Specialist,Lauraceae,Persea macrantha,,IFB
Blue Bottle,Papilionidae,Graphium teredon,Tree Specialist,Lauraceae,Persea odoratissima,,IFB
Blue Bottle,Papilionidae,Graphium teredon,Tree Specialist,Magnoliaceae,Magnolia doltsopa,,IFB
Blue Bottle,Papilionidae,Graphium teredon,Tree Specialist,Rutaceae,Geijera salicifolia,,IFB
Peacock Pansy,Nymphalidae,Junonia almana,Shrub Specialist,Acanthaceae,Acanthus,India,HOSTS
Peacock Pansy,Nymphalidae,Junonia almana,Shrub Specialist,Acanthaceae,Barleria,India,HOSTS
Peacock Pansy,Nymphalidae,Junonia almana,Shrub Specialist,Gesneriaceae,Gloxinia,India,HOSTS
Peacock Pansy,Nymphalidae,Junonia almana,Shrub Specialist,Acanthaceae,Hygrophila costata,India,HOSTS
Peacock Pansy,Nymphalidae,Junonia almana,Shrub Specialist,Scrophulariaceae,Mimulus gracilis,India,HOSTS
Peacock Pansy,Nymphalidae,Junonia almana,Shrub Specialist,Gramineae,Oryza sativa,India,HOSTS
Peacock Pansy,Nymphalidae,Junonia almana,Shrub Specialist,Melastomataceae,Osbeckia,India,HOSTS
Peacock Pansy,Nymphalidae,Junonia almana,Shrub Specialist,Gramineae,Pennisetum,India,HOSTS
Peacock Pansy,Nymphalidae,Junonia almana,Shrub Specialist,Gramineae,Pennisetum americanum,India,HOSTS
Blue Pansy,Nymphalidae,Junonia orithya,Herb Specialist,Acanthaceae,,India,HOSTS
Blue Pansy,Nymphalidae,Junonia orithya,Herb Specialist,Acanthaceae,Acanthus,India,HOSTS
Blue Pansy,Nymphalidae,Junonia orithya,Herb Specialist,Convolvulaceae,Ipomoea batatas,India,HOSTS
Blue Pansy,Nymphalidae,Junonia orithya,Herb Specialist,Acanthaceae,Justicia,India,HOSTS
Blue Pansy,Nymphalidae,Junonia orithya,Herb Specialist,Acanthaceae,Justicia micrantha,India,HOSTS
Blue Pansy,Nymphalidae,Junonia orithya,Herb Specialist,Acanthaceae,Lepidagathis prostrata,India,HOSTS
Blue Pansy,Nymphalidae,Junonia orithya,Herb Specialist,Labiatae,Plectranthus scandens ?,India,HOSTS
Common Lascar,Nymphalidae,Pantoporia hordonia,Tree Specialist,Leguminosae (m),Acacia,Andaman Islands,HOSTS
Common Lascar,Nymphalidae,Pantoporia hordonia,Tree Specialist,Leguminosae (m),Acacia,Hong Kong,HOSTS
Common Lascar,Nymphalidae,Pantoporia hordonia,Tree Specialist,Leguminosae (m),Acacia,India,HOSTS
Common Lascar,Nymphalidae,Pantoporia hordonia,Tree Specialist,Leguminosae (m),Acacia,Sri Lanka,HOSTS
Common Lascar,Nymphalidae,Pantoporia hordonia,Tree Specialist,Leguminosae (m),Acacia,West Malaysia,HOSTS
Common Lascar,Nymphalidae,Pantoporia hordonia,Tree Specialist,Leguminosae (m),Acacia caesia,Oriental,HOSTS
Common Lascar,Nymphalidae,Pantoporia hordonia,Tree Specialist,Leguminosae (m),Acacia caesia,Taiwan,HOSTS
Common Lascar,Nymphalidae,Pantoporia hordonia,Tree Specialist,Leguminosae (m),Albizia,India,HOSTS
Common Lascar,Nymphalidae,Pantoporia hordonia,Tree Specialist,Leguminosae (m),Albizia,West Malaysia,HOSTS
Common Lascar,Nymphalidae,Pantoporia hordonia,Tree Specialist,Leguminosae (m),Albizia corniculata,Hong Kong,HOSTS
Common Lascar,Nymphalidae,Pantoporia hordonia,Tree Specialist,Leguminosae (m),Albizia corniculata,Hong Kong,HOSTS
Common Lascar,Nymphalidae,Pantoporia hordonia,Tree Specialist,Leguminosae (m),Albizia falcataria,Hong Kong,HOSTS
Common Lascar,Nymphalidae,Pantoporia hordonia,Tree Specialist,Leguminosae (c),Delonix regia,Hong Kong,HOSTS
Common Lascar,Nymphalidae,Pantoporia hordonia,Tree Specialist,Leguminosae (m),Parkia speciosa,West Malaysia,HOSTS
Common Lascar,Nymphalidae,Pantoporia hordonia,Tree Specialist,Leguminosae (m),Pithecellobium clypearia,Hong Kong,HOSTS
Common Lascar,Nymphalidae,Pantoporia hordonia,Tree Specialist,Leguminosae (m),Pithecellobium clypearia,Hong Kong,HOSTS
Common Lascar,Nymphalidae,Pantoporia hordonia,Tree Specialist,Leguminosae (m),Pithecellobium clypearia,Hong Kong,HOSTS
Spotless Grass Yellow,Pieridae,Eurema laeta,Herb Specialist,Fabaceae,Cassia fistula,,IFB
Spotless Grass Yellow,Pieridae,Eurema laeta,Herb Specialist,Fabaceae,Chamaecrista pumila,,IFB
Small Grass Jewel,Lycaenidae,Freyeria putli,Generalist,Boraginaceae,Heliotropium strigosum,India,HOSTS
Small Grass Jewel,Lycaenidae,Freyeria putli,Generalist,Leguminosae (p),Indigofera,India,HOSTS
Small Grass Jewel,Lycaenidae,Freyeria putli,Generalist,Leguminosae (p),Pisum sativum,India,HOSTS
Small Grass Jewel,Lycaenidae,Freyeria putli,Generalist,Leguminosae (p),Rhynchosia minima,India,HOSTS
Small Grass Jewel,Lycaenidae,Freyeria putli,Generalist,Leguminosae (p),Zornia diphylla,India,HOSTS
Forget-me-not,Lycaenidae,Catochrysops strabo,Generalist,Leguminosae (p),,Hong Kong,HOSTS
Forget-me-not,Lycaenidae,Catochrysops strabo,Generalist,Leguminosae,,Oriental,HOSTS
Forget-me-not,Lycaenidae,Catochrysops strabo,Generalist,Sapindaceae,,Oriental,HOSTS
Forget-me-not,Lycaenidae,Catochrysops strabo,Generalist,Leguminosae (m),Acacia,India,HOSTS
Forget-me-not,Lycaenidae,Catochrysops strabo,Generalist,Leguminosae (p),Butea monosperma,India,HOSTS
Forget-me-not,Lycaenidae,Catochrysops strabo,Generalist,Leguminosae (p),Butea monosperma,Oriental,HOSTS
Forget-me-not,Lycaenidae,Catochrysops strabo,Generalist,Leguminosae (p),Butea monosperma,Thailand,HOSTS
Forget-me-not,Lycaenidae,Catochrysops strabo,Generalist,Leguminosae (p),Cajanus cajan,India,HOSTS
Forget-me-not,Lycaenidae,Catochrysops strabo,Generalist,Leguminosae (p),Cajanus cajan,Indo-Australian,HOSTS
Forget-me-not,Lycaenidae,Catochrysops strabo,Generalist,Leguminosae (p),Cajanus cajan,Thailand,HOSTS
Forget-me-not,Lycaenidae,Catochrysops strabo,Generalist,Leguminosae (p),Cajanus cajan,West Malaysia,HOSTS
Forget-me-not,Lycaenidae,Catochrysops strabo,Generalist,Leguminosae (p),Desmodium dalbergioides,Oriental,HOSTS
Forget-me-not,Lycaenidae,Catochrysops strabo,Generalist,Leguminosae (p),Desmodium heterocarpon,Hong Kong,HOSTS
Forget-me-not,Lycaenidae,Catochrysops strabo,Generalist,Leguminosae (p),Desmodium heterocarpon,Hong Kong,HOSTS
Forget-me-not,Lycaenidae,Catochrysops strabo,Generalist,Leguminosae (p),Dolichos,West Malaysia,HOSTS
Forget-me-not,Lycaenidae,Catochrysops strabo,Generalist,Leguminosae (p),Dunbaria villosa,Hong Kong,HOSTS
Forget-me-not,Lycaenidae,Catochrysops strabo,Generalist,Leguminosae (p),Dunbaria villosa,Hong Kong,HOSTS
Forget-me-not,Lycaenidae,Catochrysops strabo,Generalist,Leguminosae (p),Phaseolus,West Malaysia,HOSTS
Forget-me-not,Lycaenidae,Catochrysops strabo,Generalist,Sapindaceae,Schleichera oleosa,Oriental,HOSTS
Forget-me-not,Lycaenidae,Catochrysops strabo,Generalist,Leguminosae (p),Vigna unguiculata,India,HOSTS
Danaid Eggfly,Nymphalidae,Hypolimnas misippus,Generalist,Portulacaceae,,Hong Kong,HOSTS
Danaid Eggfly,Nymphalidae,Hypolimnas misippus,Generalist,Malvaceae,Abelmoschus,Afrotropical,HOSTS
Danaid Eggfly,Nymphalidae,Hypolimnas misippus,Generalist,Malvaceae,Abelmoschus,Old World,HOSTS
Danaid Eggfly,Nymphalidae,Hypolimnas misippus,Generalist,Malvaceae,Abelmoschus,Old World tropics,HOSTS
Danaid Eggfly,Nymphalidae,Hypolimnas misippus,Generalist,Malvaceae,Abelmoschus moschatus,Hong Kong,HOSTS
Danaid Eggfly,Nymphalidae,Hypolimnas misippus,Generalist,Malvaceae,Abutilon,Afrotropical,HOSTS
Danaid Eggfly,Nymphalidae,Hypolimnas misippus,Generalist,Malvaceae,Abutilon,Old World,HOSTS
Danaid Eggfly,Nymphalidae,Hypolimnas misippus,Generalist,Malvaceae,Abutilon,Old World tropics,HOSTS
Danaid Eggfly,Nymphalidae,Hypolimnas misippus,Generalist,Amaranthaceae,Amaranthus,Afrotropical,HOSTS
Danaid Eggfly,Nymphalidae,Hypolimnas misippus,Generalist,Amaranthaceae,Amaranthus,Old World tropics,HOSTS
Danaid Eggfly,Nymphalidae,Hypolimnas misippus,Generalist,Amaranthaceae,Amaranthus caudatus,Old World,HOSTS
Danaid Eggfly,Nymphalidae,Hypolimnas misippus,Generalist,Acanthaceae,Asystasia,Afrotropical,HOSTS
Danaid Eggfly,Nymphalidae,Hypolimnas misippus,Generalist,Acanthaceae,Asystasia,East Africa,HOSTS
Danaid Eggfly,Nymphalidae,Hypolimnas misippus,Generalist,Acanthaceae,Asystasia,Old World,HOSTS
Danaid Eggfly,Nymphalidae,Hypolimnas misippus,Generalist,Acanthaceae,Asystasia,Old World tropics,HOSTS
Danaid Eggfly,Nymphalidae,Hypolimnas misippus,Generalist,Acanthaceae,Asystasia gangetica,Australia,HOSTS
Danaid Eggfly,Nymphalidae,Hypolimnas misippus,Generalist,Acanthaceae,Asystasia gangetica,Old World,HOSTS
Danaid Eggfly,Nymphalidae,Hypolimnas misippus,Generalist,Acanthaceae,Asystasia gangetica,Southern Africa,HOSTS
Danaid Eggfly,Nymphalidae,Hypolimnas misippus,Generalist,Acanthaceae,Blepharis,Afrotropical,HOSTS
Danaid Eggfly,Nymphalidae,Hypolimnas misippus,Generalist,Acanthaceae,Blepharis,Old World tropics,HOSTS
Danaid Eggfly,Nymphalidae,Hypolimnas misippus,Generalist,Acanthaceae,Blepharis boerhaviaefolia,Old World,HOSTS
Danaid Eggfly,Nymphalidae,Hypolimnas misippus,Generalist,Acanthaceae,Blepharis boerhaviaefolia,Old World tropics,HOSTS
Danaid Eggfly,Nymphalidae,Hypolimnas misippus,Generalist,Acanthaceae,Dyschoriste thunbergiiflora,East Africa,HOSTS
Danaid Eggfly,Nymphalidae,Hypolimnas misippus,Generalist,Palmae,Elaeis,Afrotropical,HOSTS
Danaid Eggfly,Nymphalidae,Hypolimnas misippus,Generalist,Palmae,Elaeis,Old World tropics,HOSTS
Danaid Eggfly,Nymphalidae,Hypolimnas misippus,Generalist,Palmae,Elaeis guineensis,Old World,HOSTS
Danaid Eggfly,Nymphalidae,Hypolimnas misippus,Generalist,Urticaceae,Elatostema cuneatum,Hong Kong,HOSTS
Danaid Eggfly,Nymphalidae,Hypolimnas misippus,Generalist,Moraceae,Ficus,Afrotropical,HOSTS
Danaid Eggfly,Nymphalidae,Hypolimnas misippus,Generalist,Moraceae,Ficus,Old World,HOSTS
Danaid Eggfly,Nymphalidae,Hypolimnas misippus,Generalist,Moraceae,Ficus,Old World tropics,HOSTS
Danaid Eggfly,Nymphalidae,Hypolimnas misippus,Generalist,Malvaceae,Gossypium,Malawi,HOSTS
Danaid Eggfly,Nymphalidae,Hypolimnas misippus,Generalist,Malvaceae,Gossypium,Old World tropics,HOSTS
Danaid Eggfly,Nymphalidae,Hypolimnas misippus,Generalist,Malvaceae,Hibiscus,Afrotropical,HOSTS
Danaid Eggfly,Nymphalidae,Hypolimnas misippus,Generalist,Malvaceae,Hibiscus,Old World,HOSTS
Danaid Eggfly,Nymphalidae,Hypolimnas misippus,Generalist,Malvaceae,Hibiscus,Old World tropics,HOSTS
Danaid Eggfly,Nymphalidae,Hypolimnas misippus,Generalist,Convolvulaceae,Ipomoea,Afrotropical,HOSTS
Danaid Eggfly,Nymphalidae,Hypolimnas misippus,Generalist,Convolvulaceae,Ipomoea,Old World,HOSTS
Danaid Eggfly,Nymphalidae,Hypolimnas misippus,Generalist,Convolvulaceae,Ipomoea,Old World tropics,HOSTS
Danaid Eggfly,Nymphalidae,Hypolimnas misippus,Generalist,Convolvulaceae,Ipomoea,Puerto Rico,HOSTS
Danaid Eggfly,Nymphalidae,Hypolimnas misippus,Generalist,Acanthaceae,Justicia,Afrotropical,HOSTS
Danaid Eggfly,Nymphalidae,Hypolimnas misippus,Generalist,Acanthaceae,Justicia,East Africa,HOSTS
Danaid Eggfly,Nymphalidae,Hypolimnas misippus,Generalist,Acanthaceae,Justicia,Old World,HOSTS
Danaid Eggfly,Nymphalidae,Hypolimnas misippus,Generalist,Acanthaceae,Justicia,Old World tropics,HOSTS
Danaid Eggfly,Nymphalidae,Hypolimnas misippus,Generalist,Plantaginaceae,Plantago asiatica,Taiwan,HOSTS
Danaid Eggfly,Nymphalidae,Hypolimnas misippus,Generalist,Plantaginaceae,Plantago major,Taiwan,HOSTS
Danaid Eggfly,Nymphalidae,Hypolimnas misippus,Generalist,Portulacaceae,Portulaca,Afrotropical,HOSTS
Danaid Eggfly,Nymphalidae,Hypolimnas misippus,Generalist,Portulacaceae,Portulaca,East Africa,HOSTS
Danaid Eggfly,Nymphalidae,Hypolimnas misippus,Generalist,Portulacaceae,Portulaca,Old World tropics,HOSTS
Danaid Eggfly,Nymphalidae,Hypolimnas misippus,Generalist,Portulacaceae,Portulaca,Southern Africa,HOSTS
Danaid Eggfly,Nymphalidae,Hypolimnas misippus,Generalist,Portulacaceae,Portulaca foliosa,Old World,HOSTS
Danaid Eggfly,Nymphalidae,Hypolimnas misippus,Generalist,Portulacaceae,Portulaca foliosa,Southern Africa,HOSTS
Danaid Eggfly,Nymphalidae,Hypolimnas misippus,Generalist,Portulacaceae,Portulaca grandiflora,Brazil,HOSTS
Danaid Eggfly,Nymphalidae,Hypolimnas misippus,Generalist,Portulacaceae,Portulaca grandiflora,West Africa,HOSTS
Danaid Eggfly,Nymphalidae,Hypolimnas misippus,Generalist,Portulacaceae,Portulaca oleracea,Brazil,HOSTS
Danaid Eggfly,Nymphalidae,Hypolimnas misippus,Generalist,Portulacaceae,Portulaca oleracea,East Africa,HOSTS
Danaid Eggfly,Nymphalidae,Hypolimnas misippus,Generalist,Portulacaceae,Portulaca oleracea,Old World,HOSTS
Danaid Eggfly,Nymphalidae,Hypolimnas misippus,Generalist,Portulacaceae,Portulaca oleracea,Puerto Rico,HOSTS
Danaid Eggfly,Nymphalidae,Hypolimnas misippus,Generalist,Portulacaceae,Portulaca oleracea,Taiwan,HOSTS
Danaid Eggfly,Nymphalidae,Hypolimnas misippus,Generalist,Portulacaceae,Portulaca oleracea,West Malaysia,HOSTS
Danaid Eggfly,Nymphalidae,Hypolimnas misippus,Generalist,Portulacaceae,Portulaca quadrifida,East Africa,HOSTS
Lesser Grass Blue,Lycaenidae,Zizina otis,Herb Specialist,Leguminosae,,Australasia,HOSTS
Lesser Grass Blue,Lycaenidae,Zizina otis,Herb Specialist,Leguminosae,,Oriental,HOSTS
Lesser Grass Blue,Lycaenidae,Zizina otis,Herb Specialist,Zygophyllaceae,,Oriental,HOSTS
Lesser Grass Blue,Lycaenidae,Zizina otis,Herb Specialist,Leguminosae (p),Alysicarpus vaginalis,India,HOSTS
Lesser Grass Blue,Lycaenidae,Zizina otis,Herb Specialist,Leguminosae (p),Alysicarpus vaginalis,West Malaysia,HOSTS
Lesser Grass Blue,Lycaenidae,Zizina otis,Herb Specialist,Leguminosae (p),Desmodium scorpiurus,Taiwan,HOSTS
Lesser Grass Blue,Lycaenidae,Zizina otis,Herb Specialist,Leguminosae (p),Desmodium triflorum,Taiwan,HOSTS
Lesser Grass Blue,Lycaenidae,Zizina otis,Herb Specialist,Leguminosae (p),Desmodium umbellatum,Fiji,HOSTS
Lesser Grass Blue,Lycaenidae,Zizina otis,Herb Specialist,Leguminosae (p),Glycine max,Oriental,HOSTS
Lesser Grass Blue,Lycaenidae,Zizina otis,Herb Specialist,Leguminosae (p),Indigofera spicata,Oriental,HOSTS
Lesser Grass Blue,Lycaenidae,Zizina otis,Herb Specialist,Leguminosae (p),Indigofera tinctoria,Fiji,HOSTS
Lesser Grass Blue,Lycaenidae,Zizina otis,Herb Specialist,Leguminosae (p),Indigofera zollingeriana,Taiwan,HOSTS
Lesser Grass Blue,Lycaenidae,Zizina otis,Herb Specialist,Leguminosae (p),Lotus corniculatus,Japan,HOSTS
Lesser Grass Blue,Lycaenidae,Zizina otis,Herb Specialist,Leguminosae (p),Lotus pedunculatus,Oriental,HOSTS
Lesser Grass Blue,Lycaenidae,Zizina otis,Herb Specialist,Leguminosae (p),Medicago sativa,Oriental,HOSTS
Lesser Grass Blue,Lycaenidae,Zizina otis,Herb Specialist,Leguminosae (m),Mimosa pudica,Hong Kong,HOSTS
Lesser Grass Blue,Lycaenidae,Zizina otis,Herb Specialist,Leguminosae (m),Mimosa pudica,West Malaysia,HOSTS
