Common.Name,Family,Specific.Epithet,Guild,Hostplant.Family,Hostplant.Name,Country,Source
Great Eggfly,Nymphalidae,Hypolimnas bolina,Herb Specialist,Amaranthaceae,Alternanthera sessilis,Andaman Islands,HOSTS
Great Eggfly,Nymphalidae,Hypolimnas bolina,Herb Specialist,Amaranthaceae,Alternanthera sessilis,Hong Kong,HOSTS
Great Eggfly,Nymphalidae,Hypolimnas bolina,Herb Specialist,Amaranthaceae,Alternanthera sessilis,Indo-Australian,HOSTS
Great Eggfly,Nymphalidae,Hypolimnas bolina,Herb Specialist,Acanthaceae,Asystasia,Afrotropical,HOSTS
Great Eggfly,Nymphalidae,Hypolimnas bolina,Herb Specialist,Acanthaceae,Asystasia,Australasia,HOSTS
Great Eggfly,Nymphalidae,Hypolimnas bolina,Herb Specialist,Acanthaceae,Asystasia gangetica,Australia,HOSTS
Great Eggfly,Nymphalidae,Hypolimnas bolina,Herb Specialist,Acanthaceae,Asystasia gangetica,Singapore,HOSTS
Great Eggfly,Nymphalidae,Hypolimnas bolina,Herb Specialist,Acanthaceae,Asystasia scandens,Australasia,HOSTS
Great Eggfly,Nymphalidae,Hypolimnas bolina,Herb Specialist,Acanthaceae,Asystasia scandens,Indo-Australian,HOSTS
Great Eggfly,Nymphalidae,Hypolimnas bolina,Herb Specialist,Acanthaceae,Blechum,Philippines,HOSTS
Great Eggfly,Nymphalidae,Hypolimnas bolina,Herb Specialist,Acanthaceae,Blechum pyramidatum,Philippines,HOSTS
Great Eggfly,Nymphalidae,Hypolimnas bolina,Herb Specialist,Commelinaceae,Commelina communis,Ryukyu Islands,HOSTS
Great Eggfly,Nymphalidae,Hypolimnas bolina,Herb Specialist,Leguminosae (p),Desmodium caudatum,Taiwan,HOSTS
Great Eggfly,Nymphalidae,Hypolimnas bolina,Herb Specialist,Compositae,Eclipta,Afrotropical,HOSTS
Great Eggfly,Nymphalidae,Hypolimnas bolina,Herb Specialist,Compositae,Eclipta prostrata,Indo-Australian,HOSTS
Great Eggfly,Nymphalidae,Hypolimnas bolina,Herb Specialist,Compositae,Eclipta prostrata,New Caledonia,HOSTS
Great Eggfly,Nymphalidae,Hypolimnas bolina,Herb Specialist,Urticaceae,Elatostema,Afrotropical,HOSTS
Great Eggfly,Nymphalidae,Hypolimnas bolina,Herb Specialist,Urticaceae,Elatostema cuneatum,India,HOSTS
Common Pierrot,Lycaenidae,Castalius rosimon,Tree Specialist,Rhamnaceae,,Hong Kong,HOSTS
Common Pierrot,Lycaenidae,Castalius rosimon,Tree Specialist,Rhamnaceae,,Oriental,HOSTS
Common Pierrot,Lycaenidae,Castalius rosimon,Tree Specialist,Rhamnaceae,Paliurus ramosissimus,Hong Kong,HOSTS
Common Pierrot,Lycaenidae,Castalius rosimon,Tree Specialist,Rhamnaceae,Ziziphus jujuba,Oriental,HOSTS
Common Pierrot,Lycaenidae,Castalius rosimon,Tree Specialist,Rhamnaceae,Ziziphus jujuba,West Malaysia,HOSTS
Common Pierrot,Lycaenidae,Castalius rosimon,Tree Specialist,Rhamnaceae,Ziziphus mauritiana,Andaman Islands,HOSTS
Common Pierrot,Lycaenidae,Castalius rosimon,Tree Specialist,Rhamnaceae,Ziziphus mauritiana,India,HOSTS
Common Pierrot,Lycaenidae,Castalius rosimon,Tree Specialist,Rhamnaceae,Ziziphus mauritiana,Thailand,HOSTS
Common Pierrot,Lycaenidae,Castalius rosimon,Tree Specialist,Rhamnaceae,Ziziphus mauritiana,West Malaysia,HOSTS
Common Pierrot,Lycaenidae,Castalius rosimon,Tree Specialist,Rhamnaceae,Ziziphus oenoplia,Andaman Islands,HOSTS
Red Pierrot,Lycaenidae,Talicada nyseus,Tree Specialist,Polyphagous,,India,HOSTS
Red Pierrot,Lycaenidae,Talicada nyseus,Tree Specialist,Polyphagous,,India,HOSTS
Red Pierrot,Lycaenidae,Talicada nyseus,Tree Specialist,Crassulaceae,,Oriental,HOSTS
Red Pierrot,Lycaenidae,Talicada nyseus,Tree Specialist,Crassulaceae,Kalanchoe,India,HOSTS
Red Pierrot,Lycaenidae,Talicada nyseus,Tree Specialist,Crassulaceae,Kalanchoe calycinum,India,HOSTS
Common Castor,Nymphalidae,Ariadne merione,Herb Specialist,Euphorbiaceae,Pterococcus corniculatus,West Malaysia,HOSTS
Common Castor,Nymphalidae,Ariadne merione,Herb Specialist,Euphorbiaceae,Ricinus communis,Burma,HOSTS
Common Castor,Nymphalidae,Ariadne merione,Herb Specialist,Euphorbiaceae,Ricinus communis,India,HOSTS
Common Castor,Nymphalidae,Ariadne merione,Herb Specialist,Euphorbiaceae,Ricinus communis,India,HOSTS
Common Castor,Nymphalidae,Ariadne merione,Herb Specialist,Euphorbiaceae,Ricinus communis,India,HOSTS
Common Castor,Nymphalidae,Ariadne merione,Herb Specialist,Euphorbiaceae,Ricinus communis,Nepal,HOSTS
Common Castor,Nymphalidae,Ariadne merione,Herb Specialist,Euphorbiaceae,Ricinus communis,Sri Lanka,HOSTS
Common Castor,Nymphalidae,Ariadne merione,Herb Specialist,Euphorbiaceae,Ricinus communis,Thailand,HOSTS
Common Castor,Nymphalidae,Ariadne merione,Herb Specialist,Euphorbiaceae,Tragia cannabina ?,India,HOSTS
Common Castor,Nymphalidae,Ariadne merione,Herb Specialist,Euphorbiaceae,Tragia hispida,India,HOSTS
Common Castor,Nymphalidae,Ariadne merione,Herb Specialist,Euphorbiaceae,Tragia hispida,Nepal,HOSTS
Common Map,Nymphalidae,Cyrestis thyodamas,Tree Specialist,Moraceae,Ficus,India,HOSTS
Common Map,Nymphalidae,Cyrestis thyodamas,Tree Specialist,Moraceae,Ficus,Japan,HOSTS
Common Map,Nymphalidae,Cyrestis thyodamas,Tree Specialist,Moraceae,Ficus ampelas,Taiwan,HOSTS
Common Map,Nymphalidae,Cyrestis thyodamas,Tree Specialist,Moraceae,Ficus ampelas,Taiwan,HOSTS
Common Map,Nymphalidae,Cyrestis thyodamas,Tree Specialist,Moraceae,Ficus benghalensis,India,HOSTS
Common Map,Nymphalidae,Cyrestis thyodamas,Tree Specialist,Moraceae,Ficus carica,Hong Kong,HOSTS
Common Map,Nymphalidae,Cyrestis thyodamas,Tree Specialist,Moraceae,Ficus carica,Taiwan,HOSTS
Common Map,Nymphalidae,Cyrestis thyodamas,Tree Specialist,Moraceae,Ficus erecta,Japan,HOSTS
Common Map,Nymphalidae,Cyrestis thyodamas,Tree Specialist,Moraceae,Ficus erecta,Taiwan,HOSTS
Common Map,Nymphalidae,Cyrestis thyodamas,Tree Specialist,Moraceae,Ficus eximia,Hong Kong,HOSTS
Common Map,Nymphalidae,Cyrestis thyodamas,Tree Specialist,Moraceae,Ficus formosana,Taiwan,HOSTS
Common Map,Nymphalidae,Cyrestis thyodamas,Tree Specialist,Moraceae,Ficus krishnae,Taiwan,HOSTS
Common Map,Nymphalidae,Cyrestis thyodamas,Tree Specialist,Moraceae,Ficus microcarpa,Japan,HOSTS
Common Map,Nymphalidae,Cyrestis thyodamas,Tree Specialist,Moraceae,Ficus microcarpa,Taiwan,HOSTS
Common Map,Nymphalidae,Cyrestis thyodamas,Tree Specialist,Moraceae,Ficus neriifolia,India,HOSTS
Common Map,Nymphalidae,Cyrestis thyodamas,Tree Specialist,Moraceae,Ficus pumila,Hong Kong,HOSTS
Common Map,Nymphalidae,Cyrestis thyodamas,Tree Specialist,Moraceae,Ficus racemosa,India,HOSTS
Common Map,Nymphalidae,Cyrestis thyodamas,Tree Specialist,Moraceae,Ficus religiosa,India,HOSTS
Common Map,Nymphalidae,Cyrestis thyodamas,Tree Specialist,Moraceae,Ficus sarmentosa,Taiwan,HOSTS
Common Map,Nymphalidae,Cyrestis thyodamas,Tree Specialist,Moraceae,Ficus septica,Japan,HOSTS
Common Map,Nymphalidae,Cyrestis thyodamas,Tree Specialist,Moraceae,Ficus septica,Taiwan,HOSTS
Common Map,Nymphalidae,Cyrestis thyodamas,Tree Specialist,Moraceae,Ficus superba,Hong Kong,HOSTS
Common Map,Nymphalidae,Cyrestis thyodamas,Tree Specialist,Moraceae,Ficus tinctoria,Taiwan,HOSTS
Common Map,Nymphalidae,Cyrestis thyodamas,Tree Specialist,Moraceae,Ficus tinctoria,Taiwan,HOSTS
Common Map,Nymphalidae,Cyrestis thyodamas,Tree Specialist,Moraceae,Ficus tinctoria,Taiwan,HOSTS
Common Map,Nymphalidae,Cyrestis thyodamas,Tree Specialist,Moraceae,Ficus variegata,Hong Kong,HOSTS
Common Map,Nymphalidae,Cyrestis thyodamas,Tree Specialist,Moraceae,Ficus vasculosa,Taiwan,HOSTS
Common Map,Nymphalidae,Cyrestis thyodamas,Tree Specialist,Moraceae,Ficus virens,Hong Kong,HOSTS
Common Map,Nymphalidae,Cyrestis thyodamas,Tree Specialist,Moraceae,Ficus virgata,Taiwan,HOSTS
Common Map,Nymphalidae,Cyrestis thyodamas,Tree Specialist,Moraceae,Ficus wightiana,Hong Kong,HOSTS
Common Rose,Papilionidae,Pachliopta aritolochiae,Liana Specialist,Aristolochiaceae,Aristolochia,,IFB
Common Rose,Papilionidae,Pachliopta aritolochiae,Liana Specialist,Aristolochiaceae,Aristolochia bracteolata,,IFB
Common Rose,Papilionidae,Pachliopta aritolochiae,Liana Specialist,Aristolochiaceae,Aristolochia griffithii,,IFB
Common Rose,Papilionidae,Pachliopta aritolochiae,Liana Specialist,Aristolochiaceae,Aristolochia indica,,IFB
Common Rose,Papilionidae,Pachliopta aritolochiae,Liana Specialist,Aristolochiaceae,Aristolochia tagala,,IFB
Common Rose,Papilionidae,Pachliopta aritolochiae,Liana Specialist,Aristolochiaceae,Thottea siliquosa,,IFB
Common Rose,Papilionidae,Pachliopta aritolochiae,Liana Specialist,Aristolochiaceae,Bragantia wallichii,,IFB
Great Orange Tip,Pieridae,Hebomoia glaucippe,Tree Specialist,Cruciferae,Brassica oleracea,Laos,HOSTS
Great Orange Tip,Pieridae,Hebomoia glaucippe,Tree Specialist,Capparaceae,Capparis,India,HOSTS
Great Orange Tip,Pieridae,Hebomoia glaucippe,Tree Specialist,Capparaceae,Capparis,Indonesia,HOSTS
Great Orange Tip,Pieridae,Hebomoia glaucippe,Tree Specialist,Capparaceae,Capparis,Sri Lanka,HOSTS
Great Orange Tip,Pieridae,Hebomoia glaucippe,Tree Specialist,Capparaceae,Capparis cantoniensis,Hong Kong,HOSTS
Great Orange Tip,Pieridae,Hebomoia glaucippe,Tree Specialist,Capparaceae,Capparis formosana,Taiwan,HOSTS
Great Orange Tip,Pieridae,Hebomoia glaucippe,Tree Specialist,Capparaceae,Capparis lanceolaris,Taiwan,HOSTS
Great Orange Tip,Pieridae,Hebomoia glaucippe,Tree Specialist,Capparaceae,Capparis lanceolaris,Taiwan,HOSTS
Great Orange Tip,Pieridae,Hebomoia glaucippe,Tree Specialist,Capparaceae,Capparis micracantha,Taiwan,HOSTS
Great Orange Tip,Pieridae,Hebomoia glaucippe,Tree Specialist,Capparaceae,Capparis moonii,India,HOSTS
Great Orange Tip,Pieridae,Hebomoia glaucippe,Tree Specialist,Capparaceae,Capparis moonii,Taiwan,HOSTS
Great Orange Tip,Pieridae,Hebomoia glaucippe,Tree Specialist,Capparaceae,Capparis moonii,West Malaysia,HOSTS
Great Orange Tip,Pieridae,Hebomoia glaucippe,Tree Specialist,Capparaceae,Capparis pubiflora,Taiwan,HOSTS
Great Orange Tip,Pieridae,Hebomoia glaucippe,Tree Specialist,Capparaceae,Capparis pumila,Taiwan,HOSTS
Great Orange Tip,Pieridae,Hebomoia glaucippe,Tree Specialist,Capparaceae,Capparis sepiaria,Andaman Islands,HOSTS
Great Orange Tip,Pieridae,Hebomoia glaucippe,Tree Specialist,Capparaceae,Capparis sepiaria,Taiwan,HOSTS
Great Orange Tip,Pieridae,Hebomoia glaucippe,Tree Specialist,Capparaceae,Capparis sola,Taiwan,HOSTS
Great Orange Tip,Pieridae,Hebomoia glaucippe,Tree Specialist,Capparaceae,Capparis sola,Taiwan,HOSTS
Great Orange Tip,Pieridae,Hebomoia glaucippe,Tree Specialist,Capparaceae,Cleome spinosa,Taiwan,HOSTS
Great Orange Tip,Pieridae,Hebomoia glaucippe,Tree Specialist,Capparaceae,Crateva,Indonesia,HOSTS
Great Orange Tip,Pieridae,Hebomoia glaucippe,Tree Specialist,Capparaceae,Crateva adansonii,Taiwan,HOSTS
Great Orange Tip,Pieridae,Hebomoia glaucippe,Tree Specialist,Capparaceae,Crateva falcata,Taiwan,HOSTS
Great Orange Tip,Pieridae,Hebomoia glaucippe,Tree Specialist,Capparaceae,Crateva magna,Taiwan,HOSTS
Great Orange Tip,Pieridae,Hebomoia glaucippe,Tree Specialist,Capparaceae,Crateva religiosa,Hong Kong,HOSTS
Great Orange Tip,Pieridae,Hebomoia glaucippe,Tree Specialist,Capparaceae,Crateva religiosa,Hong Kong,HOSTS
Great Orange Tip,Pieridae,Hebomoia glaucippe,Tree Specialist,Capparaceae,Crateva religiosa,India,HOSTS
Great Orange Tip,Pieridae,Hebomoia glaucippe,Tree Specialist,Capparaceae,Crateva religiosa,Philippines,HOSTS
Great Orange Tip,Pieridae,Hebomoia glaucippe,Tree Specialist,Capparaceae,Crateva religiosa,Taiwan,HOSTS
Great Orange Tip,Pieridae,Hebomoia glaucippe,Tree Specialist,Capparaceae,Crateva religiosa,Thailand,HOSTS
Great Orange Tip,Pieridae,Hebomoia glaucippe,Tree Specialist,Capparaceae,Crateva religiosa,West Malaysia,HOSTS
Nawab,Nymphalidae,Charaxes bharata,Generalist,Fabaceae,Acacia caesia,,IFB
Nawab,Nymphalidae,Charaxes bharata,Generalist,Fabaceae,Acacia catechu,,IFB
Nawab,Nymphalidae,Charaxes bharata,Generalist,Fabaceae,Acacia chundra,,IFB
Nawab,Nymphalidae,Charaxes bharata,Generalist,Fabaceae,Acacia pennata,,IFB
Nawab,Nymphalidae,Charaxes bharata,Generalist,Fabaceae,Acacia polyacantha,,IFB
Nawab,Nymphalidae,Charaxes bharata,Generalist,Fabaceae,Acacia torta,,IFB
Nawab,Nymphalidae,Charaxes bharata,Generalist,Fabaceae,Adenanthera pavonina,,IFB
Nawab,Nymphalidae,Charaxes bharata,Generalist,Fabaceae,Albizia julibrissin,,IFB
Nawab,Nymphalidae,Charaxes bharata,Generalist,Fabaceae,Albizia lebbeck,,IFB
Nawab,Nymphalidae,Charaxes bharata,Generalist,Fabaceae,Albizia corniculata,,IFB
Nawab,Nymphalidae,Charaxes bharata,Generalist,Fabaceae,Falcataria moluccana,,IFB
Nawab,Nymphalidae,Charaxes bharata,Generalist,Fabaceae,Caesalpinia bonduc,,IFB
Nawab,Nymphalidae,Charaxes bharata,Generalist,Fabaceae,Caesalpinia mimosoides,,IFB
Nawab,Nymphalidae,Charaxes bharata,Generalist,Fabaceae,Caesalpinia crista,,IFB
Nawab,Nymphalidae,Charaxes bharata,Generalist,Fabaceae,Caesalpinia regia,,IFB
Nawab,Nymphalidae,Charaxes bharata,Generalist,Fabaceae,Caesalpinia sappan,,IFB
Nawab,Nymphalidae,Charaxes bharata,Generalist,Fabaceae,Delonix regia,,IFB
Nawab,Nymphalidae,Charaxes bharata,Generalist,Fabaceae,Pithecellobium dulce,,IFB
Nawab,Nymphalidae,Charaxes bharata,Generalist,Malvaceae,Grewia,,IFB
Nawab,Nymphalidae,Charaxes bharata,Generalist,Malvaceae,Helicteres isora,,IFB
